Time,Z,Vz,ForceN,Overlap
1.412,0.0205193,0.0110493,0,0.00021803
1.413,0.0205254,0.00133097,0,0.000208474
1.414,0.0205245,-0.00018932,0,0.000255342
1.415,0.0205299,0.0120147,0,0.000271853
1.416,0.0205476,0.021414,0,0.000242922
1.417,0.0205671,0.0153823,0,0.000194637
1.418,0.0205775,0.00557234,0,0.000154143
1.419,0.0205781,-0.00423766,0,0.000141543
1.42,0.020569,-0.0140477,0,0.000180613
1.421,0.0205501,-0.0227353,0,0.000229174
1.422,0.020529,-0.0168302,0,0.000268975
1.423,0.0205193,-0.00297262,0,0.000265969
1.424,0.0205196,0.000736494,0,0.000222875
1.425,0.0205158,-0.00865563,0,0.000214388
1.426,0.0205066,-0.00605105,0,0.000268507
1.427,0.0205087,0.0108416,0,0.000280192
1.428,0.0205262,0.0211304,0,0.000238762
1.429,0.0205443,0.0135869,0,0.000180499
1.43,0.0205529,0.00377689,0,0.000184424
1.431,0.0205518,-0.00520003,0,0.000225856
1.432,0.0205472,-0.00162182,0,0.000261676
1.433,0.0205513,0.00964518,0,0.000261392
1.434,0.0205638,0.0128897,0,0.000225274
1.435,0.0205724,0.0037921,0,0.000183971
1.436,0.0205712,-0.0060179,0,0.000152271
1.437,0.0205603,-0.0158279,0,0.000170131
1.438,0.0205395,-0.0251887,0,0.000223504
1.439,0.0205153,-0.0200318,0,0.000271144
1.44,0.0205033,-0.00394066,0,0.000273967
1.441,0.0205044,0.00292821,0,0.00022935
1.442,0.0205036,-0.00343073,0,0.000238744
1.443,0.0205039,0.00646109,0,0.000277649
1.444,0.0205187,0.0221482,0,0.000265749
1.445,0.0205434,0.0238464,0,0.000213977
1.446,0.0205623,0.0140417,0,0.00016186
1.447,0.0205714,0.00423174,0,0.00015905
1.448,0.0205707,-0.00557826,0,0.00019279
1.449,0.0205606,-0.0129616,0,0.00023528
1.45,0.0205499,-0.00659335,0,0.000265084
1.451,0.020549,0.00415124,0,0.000255675
1.452,0.0205545,0.00403857,0,0.000215654
1.453,0.0205536,-0.00573096,0,0.000176481
1.454,0.0205429,-0.015541,0,0.000188142
1.455,0.0205232,-0.0212957,0,0.00024657
1.456,0.0205071,-0.00876032,0,0.000281965
1.457,0.020507,0.00717181,0,0.000262619
1.458,0.0205158,0.00663146,0,0.000206217
1.459,0.0205177,-0.00144981,0,0.00023332
1.46,0.0205186,0.00580114,0,0.000270999
1.461,0.0205317,0.0196598,0,0.000263988
1.462,0.0205541,0.0220261,0,0.000218739
1.463,0.0205713,0.0123566,0,0.000171442
1.464,0.0205787,0.00254657,0,0.000133914
1.465,0.0205763,-0.00726343,0,0.000162483
1.466,0.0205641,-0.0170734,0,0.000204608
1.467,0.020544,-0.0200286,0,0.000251766
1.468,0.0205291,-0.00859863,0,0.000271858
1.469,0.0205265,0.00159155,0,0.0002465
1.47,0.0205268,-0.00337034,0,0.000198694
1.471,0.0205186,-0.012533,0,0.00022618
1.472,0.0205078,-0.00583832,0,0.000275485
1.473,0.0205107,0.0116345,0,0.000275975
1.474,0.0205275,0.0184647,0,0.000227212
1.475,0.0205416,0.00934219,0,0.000169813
1.476,0.020546,-0.000467811,0,0.000207241
1.477,0.0205427,-0.00324227,0,0.000250607
1.478,0.0205441,0.00708109,0,0.000267975
1.479,0.0205564,0.0157624,0,0.000243475
1.48,0.0205706,0.0102813,0,0.000199345
1.481,0.0205759,0.000471307,0,0.000162444
1.482,0.0205714,-0.00933869,0,0.000143002
1.483,0.0205571,-0.0191487,0,0.000188693
1.484,0.0205337,-0.0255505,0,0.000242633
1.485,0.0205123,-0.0149432,0,0.000277087
1.486,0.0205053,-0.000362834,0,0.000261276
1.487,0.0205066,-0.000550643,0,0.000209642
1.488,0.0205028,-0.00369492,0,0.000254855
1.489,0.0205054,0.0104329,0,0.000281049
1.49,0.0205236,0.0241194,0,0.000253335
1.491,0.0205474,0.0203006,0,0.000196928
1.492,0.0205627,0.0104906,0,0.000149496
1.493,0.0205683,0.000680636,0,0.000178736
1.494,0.020564,-0.00899004,0,0.000217738
1.495,0.020554,-0.00830848,0,0.000256508
1.496,0.0205509,0.00239618,0,0.000263915
1.497,0.0205571,0.00792939,0,0.000233179
1.498,0.0205618,5.83973e-05,0,0.000191468
1.499,0.0205569,-0.0097516,0,0.000158743
